
"KS102EW - Age structure"
"ONS Crown Copyright Reserved [from Nomis on 8 June 2020]"
"Population :","All usual residents"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"2011 output area","mnemonic","Age 0 to 4","Age 5 to 7","Age 8 to 9","Age 10 to 14","Age 15","Age 16 to 17","Age 18 to 19","Age 20 to 24","Age 25 to 29","Age 30 to 44","Age 45 to 59","Age 60 to 64","Age 65 to 74","Age 75 to 84","Age 85 to 89","Age 90 and over"
"E00014606","E00014606",2.4,1.6,0.8,2.4,1.6,0.0,1.6,0.8,4.0,25.6,14.4,5.6,13.6,20.8,1.6,3.2
"E00175091","E00175091",3.6,1.3,0.4,0.4,0.4,0.0,0.4,2.7,3.6,19.6,15.6,12.0,20.0,15.1,1.8,3.1
"E00014582","E00014582",5.2,4.4,2.0,2.0,0.4,0.8,1.2,6.0,15.5,35.7,13.9,4.8,5.2,2.8,0.4,0.0
"E00014583","E00014583",3.6,3.1,0.0,3.1,0.5,1.0,0.0,4.6,9.2,28.2,24.1,6.2,7.2,7.2,1.5,0.5
"E00014584","E00014584",5.1,3.4,1.7,2.7,0.0,0.0,1.4,6.5,13.0,33.2,19.5,3.4,6.8,2.7,0.0,0.3
"E00014585","E00014585",7.1,0.7,0.4,1.1,0.4,0.0,1.1,5.0,12.5,38.6,15.7,7.1,6.1,3.2,0.7,0.4
"E00014586","E00014586",3.5,2.1,0.7,2.1,0.0,1.4,2.1,7.8,7.8,22.7,18.4,7.1,14.9,5.7,2.1,1.4
"E00014587","E00014587",1.9,4.4,1.2,3.1,1.2,2.5,0.6,3.1,5.6,21.9,31.2,6.9,11.9,2.5,1.2,0.6
"E00014588","E00014588",2.5,2.5,0.6,1.3,0.0,0.0,1.3,9.5,16.5,22.2,13.3,2.5,12.0,8.2,3.8,3.8
"E00014589","E00014589",2.2,1.3,1.3,1.8,0.9,3.1,0.4,7.5,7.5,27.9,20.8,8.8,7.5,4.4,2.2,2.2
"E00014590","E00014590",3.8,3.5,2.5,5.4,0.0,1.0,1.0,3.8,8.0,27.7,21.7,6.7,11.1,3.2,0.3,0.3
"E00014591","E00014591",8.1,3.3,1.1,3.0,0.0,1.1,1.5,2.6,9.3,22.6,25.2,4.4,11.1,3.7,2.6,0.4
"E00014592","E00014592",7.2,4.5,1.3,5.4,0.0,1.8,0.9,4.5,4.9,20.2,24.2,8.5,7.6,6.7,0.4,1.8
"E00014593","E00014593",5.7,3.2,2.4,4.0,1.6,0.8,0.8,5.7,8.1,24.7,25.5,6.1,8.9,1.2,0.8,0.4
"E00014598","E00014598",8.5,4.3,2.1,2.6,0.4,0.0,0.4,4.3,4.7,22.6,25.6,6.0,12.0,4.7,0.9,0.9
"E00014599","E00014599",7.1,3.6,3.1,4.9,0.0,0.0,0.0,2.7,9.3,32.9,20.4,2.2,10.2,3.1,0.4,0.0
"E00014223","E00014223",5.6,2.4,2.4,3.2,2.0,1.2,2.4,9.6,6.8,28.3,17.1,6.8,8.0,2.8,1.2,0.4
"E00014224","E00014224",5.6,2.1,2.1,6.4,0.9,1.3,2.6,3.0,12.9,28.3,20.6,6.4,5.2,2.1,0.4,0.0
"E00014225","E00014225",4.7,1.9,1.9,3.8,0.9,0.0,1.4,3.8,8.0,27.7,20.2,9.4,10.3,4.7,1.4,0.0
"E00014226","E00014226",2.5,2.5,1.2,1.2,0.6,0.0,1.8,3.7,8.6,22.1,22.7,11.0,12.9,4.3,3.7,1.2
"E00014228","E00014228",1.3,3.3,0.7,2.7,1.3,0.7,0.7,2.7,4.7,20.7,26.0,12.7,9.3,10.7,0.0,2.7
"E00014229","E00014229",5.1,3.4,1.1,2.9,0.6,0.6,2.3,6.9,12.0,26.9,12.6,9.1,11.4,2.3,0.6,2.3
"E00014232","E00014232",1.6,2.2,2.7,1.6,0.5,1.6,1.6,8.6,7.6,17.8,21.1,6.5,15.7,6.5,3.2,1.1
"E00014227","E00014227",4.7,2.2,1.1,2.6,1.8,1.5,0.7,8.0,10.2,26.3,19.3,4.7,10.2,4.0,1.5,1.1
"E00014230","E00014230",3.6,0.9,0.9,2.2,0.4,1.3,1.3,10.7,21.4,27.2,14.3,4.9,7.6,1.3,1.3,0.4
"E00014231","E00014231",7.6,4.2,2.9,5.5,0.4,1.3,0.8,6.3,3.8,19.3,23.5,5.5,14.7,3.8,0.4,0.0
"E00014233","E00014233",4.0,2.3,0.0,2.3,0.0,0.6,0.0,2.3,7.4,21.7,20.6,12.0,9.1,9.1,4.0,4.6
"E00014234","E00014234",5.3,1.8,0.9,1.8,0.4,0.9,0.9,8.0,7.5,29.2,19.0,5.8,10.6,6.2,1.8,0.0
"E00014236","E00014236",4.5,2.7,0.5,2.7,0.0,0.9,3.6,6.8,6.8,34.8,13.1,5.0,7.7,7.2,3.2,0.5
"E00014651","E00014651",3.7,1.2,0.6,2.4,0.6,0.6,1.8,6.1,7.3,20.1,18.9,7.3,17.1,6.7,5.5,0.0
"E00014652","E00014652",4.5,2.9,2.3,5.5,0.3,2.6,0.6,5.8,5.8,28.9,23.1,6.8,5.8,2.6,1.9,0.3
"E00014654","E00014654",1.6,1.6,1.1,0.5,0.0,1.1,1.1,3.3,7.1,26.2,20.2,7.7,16.4,7.1,3.8,1.1
"E00014655","E00014655",8.1,1.8,1.4,1.8,0.0,0.0,0.5,3.6,8.1,35.7,14.0,4.1,11.8,5.9,1.4,1.8
"E00014656","E00014656",6.4,0.9,1.8,3.2,0.9,0.9,0.9,5.0,4.6,28.9,16.1,10.1,11.0,7.3,1.4,0.5
"E00014658","E00014658",5.8,3.4,2.7,6.1,0.7,0.3,1.4,4.1,4.8,24.1,22.4,6.1,10.9,6.1,1.0,0.0
"E00014657","E00014657",7.6,2.2,2.2,0.0,0.9,2.2,0.0,6.7,12.6,39.9,17.0,1.3,5.4,0.9,0.0,0.9
"E00014659","E00014659",3.9,2.7,0.4,1.9,1.2,0.0,1.2,7.0,17.1,36.8,15.1,6.2,5.0,1.2,0.4,0.0
"E00014660","E00014660",5.4,4.5,3.4,6.5,0.3,1.7,1.4,4.5,12.5,23.9,24.7,5.4,3.1,1.4,1.1,0.0
"E00014662","E00014662",6.8,2.6,3.3,4.9,0.3,1.3,1.6,4.9,9.4,26.1,16.6,8.8,8.5,2.6,1.6,0.7
"E00014668","E00014668",7.4,5.4,2.1,6.6,1.7,1.2,2.9,3.7,7.4,26.9,23.6,4.5,4.5,1.7,0.4,0.0
"E00014669","E00014669",13.0,3.3,1.1,3.3,0.4,1.1,1.5,6.7,8.2,30.5,16.4,4.5,5.9,3.0,1.1,0.0
"E00014646","E00014646",4.6,5.2,2.0,5.2,0.0,0.0,2.6,6.2,10.1,30.6,19.9,3.3,7.2,2.0,1.3,0.0
"E00014647","E00014647",6.2,3.8,2.9,1.4,0.5,1.0,0.0,3.3,7.2,27.8,17.7,6.2,16.3,2.4,1.4,1.9
"E00014648","E00014648",5.0,3.8,1.4,2.9,0.5,0.2,0.7,6.8,8.1,24.8,14.9,5.4,9.0,8.8,3.6,4.1
"E00014649","E00014649",6.2,4.2,1.7,4.6,0.0,0.8,0.4,5.8,8.3,26.7,15.8,5.0,10.4,7.9,1.2,0.8
"E00014650","E00014650",5.8,1.9,0.5,2.4,0.5,0.5,3.4,10.1,12.6,27.5,9.2,8.7,6.3,7.2,2.4,1.0
"E00014653","E00014653",3.2,0.6,0.6,0.6,0.6,0.6,3.8,12.0,16.5,28.5,8.9,2.5,10.8,6.3,2.5,1.9
"E00014182","E00014182",8.8,2.8,0.9,3.2,0.5,0.5,0.9,4.6,11.1,35.9,16.6,2.8,5.5,4.6,0.9,0.5
"E00014211","E00014211",8.6,3.2,2.5,2.5,0.4,1.1,1.4,7.5,4.3,25.8,22.9,5.4,6.8,5.7,0.7,1.1
"E00014212","E00014212",5.5,0.6,1.1,6.6,0.6,0.0,0.0,6.1,14.4,33.1,16.0,6.6,8.3,0.0,0.6,0.6
"E00014215","E00014215",4.8,1.1,0.0,1.6,0.0,1.1,1.1,4.8,9.6,34.0,26.6,4.3,6.4,3.7,0.0,1.1
"E00175097","E00175097",1.4,0.9,0.2,0.7,0.0,0.3,52.1,24.3,4.2,9.5,3.0,0.9,0.7,1.9,0.0,0.0
"E00175098","E00175098",2.6,1.1,0.0,0.5,0.5,0.5,40.0,18.4,8.4,16.8,4.7,2.1,2.1,0.0,1.6,0.5
"E00014546","E00014546",5.5,3.5,1.6,5.5,0.8,0.8,0.4,7.1,10.2,21.3,20.1,6.7,9.8,4.3,1.6,0.8
"E00014558","E00014558",10.2,8.7,1.5,3.8,0.4,1.1,1.5,1.9,6.8,26.8,20.0,4.2,8.3,3.8,0.8,0.4
"E00014560","E00014560",5.9,3.0,3.7,6.3,1.1,1.5,0.7,4.8,5.9,28.9,23.0,5.2,6.3,3.3,0.0,0.4
"E00014562","E00014562",6.8,6.4,1.9,7.9,0.8,3.4,0.8,4.9,3.4,27.5,20.8,5.7,7.9,1.9,0.0,0.0
"E00014578","E00014578",3.8,4.7,3.5,8.2,0.3,1.2,0.9,6.5,8.2,26.7,24.6,4.1,4.4,1.5,1.2,0.3
"E00014547","E00014547",6.4,3.6,0.8,1.7,0.8,0.6,0.6,6.1,10.0,38.8,18.0,3.9,5.5,2.2,0.8,0.3
"E00014548","E00014548",9.6,1.8,2.5,5.0,0.7,1.4,1.1,5.0,11.1,35.4,13.2,6.4,4.3,2.5,0.0,0.0
"E00014552","E00014552",5.3,5.0,3.9,9.5,0.8,2.2,2.8,4.8,5.9,24.4,22.4,6.2,5.3,0.8,0.6,0.0
"E00014559","E00014559",3.6,1.2,0.4,0.0,0.4,0.0,0.0,4.8,17.9,48.4,12.7,4.8,2.8,2.0,0.4,0.8
"E00014565","E00014565",8.6,3.0,0.5,0.0,0.0,0.0,0.5,6.1,12.7,40.1,12.7,5.1,8.1,2.0,0.0,0.5
"E00014566","E00014566",4.9,1.0,1.3,3.3,0.7,1.0,1.6,9.8,11.1,33.8,16.7,5.2,7.2,1.3,0.7,0.3
"E00014549","E00014549",2.7,1.8,2.7,0.5,1.4,0.0,3.2,10.0,11.4,34.5,17.7,4.1,7.3,2.3,0.5,0.0
"E00014570","E00014570",5.9,1.2,2.0,4.0,0.4,0.8,0.4,7.5,18.2,39.5,10.3,3.6,4.3,2.0,0.0,0.0
"E00014571","E00014571",7.5,2.9,1.7,2.9,0.4,2.5,1.2,5.4,9.6,36.7,16.7,5.0,4.2,2.1,0.8,0.4
"E00014572","E00014572",7.6,3.8,0.0,2.2,0.5,0.5,1.6,8.1,9.2,24.9,16.8,6.5,11.4,5.9,1.1,0.0
"E00014573","E00014573",5.5,1.3,0.8,0.4,0.4,0.4,0.4,9.2,10.5,40.3,16.8,5.5,6.3,2.1,0.0,0.0
"E00014574","E00014574",2.8,2.2,1.7,1.7,0.0,0.6,1.1,8.4,21.3,31.5,16.3,6.7,4.5,1.1,0.0,0.0
"E00014661","E00014661",7.8,1.6,0.4,1.6,0.0,0.0,0.0,6.6,15.6,35.8,12.5,4.7,6.6,4.3,1.9,0.8
"E00014663","E00014663",4.3,0.5,3.2,1.6,0.5,0.0,0.5,6.4,15.0,34.2,15.5,4.3,10.7,3.2,0.0,0.0
"E00014664","E00014664",4.3,1.7,0.9,1.7,0.4,0.6,0.2,8.0,12.9,27.5,13.1,4.9,7.3,7.1,3.4,5.8
"E00014665","E00014665",5.3,1.3,3.1,5.3,0.4,0.9,0.4,4.0,11.9,25.6,17.6,5.7,9.3,6.6,1.8,0.9
"E00014666","E00014666",7.3,1.5,0.7,2.5,0.4,1.5,0.7,10.2,9.5,29.1,16.0,6.5,9.8,3.3,1.1,0.0
"E00014667","E00014667",4.7,3.2,1.8,5.7,1.1,1.1,0.7,9.0,15.1,18.3,18.6,5.7,9.0,3.6,2.2,0.4
"E00014235","E00014235",5.6,2.8,1.1,1.7,0.0,0.6,1.1,5.6,7.9,21.5,12.4,6.8,7.3,9.0,10.2,6.2
"E00014237","E00014237",6.8,6.8,2.7,4.7,1.4,2.0,1.4,9.5,7.4,20.9,16.9,6.8,5.4,5.4,2.0,0.0
"E00014238","E00014238",2.5,1.3,1.3,2.5,0.6,1.9,2.5,7.0,5.1,10.8,20.9,6.3,12.0,15.2,6.3,3.8
"E00014239","E00014239",7.5,2.5,2.5,10.8,1.2,2.1,4.1,9.5,6.6,17.0,21.2,2.5,6.6,4.6,0.4,0.8
"E00014241","E00014241",3.3,1.4,2.3,5.6,1.4,2.3,0.0,4.2,10.7,19.5,17.7,6.0,8.8,11.2,4.7,0.9
"E00014244","E00014244",7.8,2.5,2.5,3.4,0.5,1.0,2.0,4.4,9.3,20.1,22.5,4.9,13.2,4.4,1.0,0.5
"E00014250","E00014250",5.8,2.5,1.2,4.6,0.8,1.2,1.7,5.8,7.9,22.1,26.2,6.7,6.7,5.8,0.8,0.0
"E00014221","E00014221",7.8,2.8,1.4,2.8,0.4,1.8,1.1,8.5,10.0,33.1,17.4,5.7,3.6,2.8,0.7,0.0
"E00014251","E00014251",5.1,0.7,3.6,3.6,0.7,0.0,0.0,8.7,17.4,34.8,14.5,2.2,7.2,1.4,0.0,0.0
"E00014252","E00014252",4.3,2.9,1.0,2.9,0.5,1.4,1.9,4.8,11.5,30.3,23.1,6.2,5.3,1.9,1.9,0.0
"E00014254","E00014254",5.9,4.3,0.5,1.6,0.0,1.1,1.6,4.8,11.3,31.2,23.7,3.2,4.8,4.3,0.0,1.6
"E00014255","E00014255",6.6,2.9,1.5,2.9,1.5,0.7,2.9,5.1,8.8,28.5,24.1,6.6,5.1,2.9,0.0,0.0
"E00014256","E00014256",4.4,3.5,1.8,3.5,0.0,0.9,0.0,7.9,15.4,28.5,21.9,4.8,4.4,2.2,0.4,0.4
"E00014257","E00014257",5.8,1.6,0.5,3.7,0.5,1.6,1.1,5.3,14.7,27.4,20.0,4.7,6.3,5.3,1.6,0.0
"E00014243","E00014243",4.1,3.5,1.7,5.5,1.5,2.0,3.2,8.1,8.7,23.0,18.6,8.1,8.1,2.9,0.6,0.3
"E00014246","E00014246",7.2,5.8,2.9,7.2,2.9,4.3,0.0,5.0,6.5,25.9,19.4,6.5,5.0,0.0,0.7,0.7
"E00014247","E00014247",6.7,3.8,2.4,7.9,1.0,2.6,2.4,6.5,6.1,22.5,15.8,5.7,10.1,5.5,0.8,0.2
"E00014249","E00014249",10.1,5.4,2.9,10.1,1.1,2.5,1.1,3.3,6.9,21.7,13.8,9.1,9.4,2.2,0.0,0.4
"E00014222","E00014222",5.0,5.0,2.7,8.2,1.8,5.5,2.7,5.9,2.7,23.7,28.8,5.0,1.8,0.9,0.0,0.0
"E00014240","E00014240",6.0,5.0,1.9,8.2,2.5,2.2,1.6,6.3,6.6,20.4,19.1,7.8,7.8,4.1,0.0,0.6
"E00014242","E00014242",6.4,1.9,3.0,8.3,1.1,1.5,1.5,8.3,5.3,16.2,27.9,6.8,7.5,3.8,0.4,0.0
"E00014248","E00014248",3.1,2.1,0.0,2.1,1.0,1.0,1.0,11.0,11.5,26.7,15.2,6.3,14.7,4.2,0.0,0.0
"E00175101","E00175101",4.6,1.3,0.0,1.7,0.8,1.3,0.8,4.2,7.6,24.4,20.2,13.4,8.8,6.3,2.9,1.7
"E00014645","E00014645",8.2,4.8,3.1,6.5,1.7,2.4,2.4,7.8,10.6,27.3,14.7,5.1,2.4,3.1,0.0,0.0
"E00014670","E00014670",5.8,0.8,0.4,5.4,1.2,1.7,1.7,10.4,9.1,27.4,21.6,4.6,6.2,2.5,0.8,0.4
"E00014671","E00014671",5.4,4.5,1.3,3.6,0.9,1.8,1.8,5.8,12.9,31.7,18.8,2.7,4.0,3.6,1.3,0.0
"E00014672","E00014672",4.0,2.7,1.3,2.2,0.9,1.8,2.2,8.4,16.9,28.0,19.1,3.6,5.3,3.1,0.4,0.0
"E00014673","E00014673",5.3,4.9,3.6,2.4,0.4,0.4,0.8,11.7,10.9,28.3,17.4,3.2,8.5,2.0,0.0,0.0
"E00175088","E00175088",4.8,2.6,3.1,2.2,0.4,0.4,1.3,10.0,14.4,33.6,18.8,2.6,3.1,2.6,0.0,0.0
"E00175089","E00175089",5.8,1.0,1.9,0.5,0.0,0.0,1.0,8.7,13.0,37.5,18.3,4.8,4.8,2.4,0.5,0.0
"E00175092","E00175092",7.0,5.7,0.9,4.0,0.9,2.2,2.6,5.3,10.6,22.9,12.8,8.8,7.9,7.5,0.9,0.0



"","In order to protect against disclosure of personal information, records"
"","have been swapped between different geographic areas. Some counts will"
"","be affected, particularly small counts at the lowest geographies"
"",""

